"lang"
{
"Language"	"brazilian"
"[english]GameUI_Icons_SC_Gyro_Yaw"	"8"
"GameUI_Icons_SC_Gyro_Roll"	"9"
"[english]GameUI_Icons_SC_Gyro_Roll"	"9"
"GameUI_KeyNames_SC_None"	"< não atribuído >"
"[english]GameUI_KeyNames_SC_None"	"< not assigned >"
"GameUI_KeyNames_SC_A_Button"	"botão A"
"[english]GameUI_KeyNames_SC_A_Button"	"A button"
"GameUI_KeyNames_SC_B_Button"	"botão B"
"[english]GameUI_KeyNames_SC_B_Button"	"B button"
"GameUI_KeyNames_SC_X_Button"	"botão X"
"[english]GameUI_KeyNames_SC_X_Button"	"X button"
"GameUI_KeyNames_SC_Y_Button"	"botão Y"
"[english]GameUI_KeyNames_SC_Y_Button"	"Y button"
"GameUI_KeyNames_SC_L_Shoulder"	"botão superior esq."
"[english]GameUI_KeyNames_SC_L_Shoulder"	"left bumper"
"GameUI_KeyNames_SC_R_Shoulder"	"botão superior dir."
"[english]GameUI_KeyNames_SC_R_Shoulder"	"right bumper"
"GameUI_KeyNames_SC_L_Grip"	"botão traseiro esq."
"[english]GameUI_KeyNames_SC_L_Grip"	"left grip button"
"GameUI_KeyNames_SC_R_Grip"	"botão traseiro dir."
"[english]GameUI_KeyNames_SC_R_Grip"	"right grip button"
"GameUI_KeyNames_SC_Start_Button"	"botão START"
"[english]GameUI_KeyNames_SC_Start_Button"	"START button"
"GameUI_KeyNames_SC_Back_Button"	"botão BACK"
"[english]GameUI_KeyNames_SC_Back_Button"	"BACK button"
"GameUI_KeyNames_SC_Left_Pad_Touch"	"toque no trackpad esq."
"[english]GameUI_KeyNames_SC_Left_Pad_Touch"	"left pad touch"
"GameUI_KeyNames_SC_Left_Pad_Swipe"	"movimento no trackpad esq."
"[english]GameUI_KeyNames_SC_Left_Pad_Swipe"	"left pad move"
"GameUI_KeyNames_SC_Left_Pad_Click"	"clique no trackpad esq."
"[english]GameUI_KeyNames_SC_Left_Pad_Click"	"left pad click"
"GameUI_KeyNames_SC_Left_Pad_DPad_N"	"direcional esq. p/ cima"
"[english]GameUI_KeyNames_SC_Left_Pad_DPad_N"	"left D-pad up"
"GameUI_KeyNames_SC_Left_Pad_DPad_S"	"direcional esq. p/ baixo"
"[english]GameUI_KeyNames_SC_Left_Pad_DPad_S"	"left D-pad down"
"GameUI_KeyNames_SC_Left_Pad_DPad_W"	"direcional esq. p/ esq."
"[english]GameUI_KeyNames_SC_Left_Pad_DPad_W"	"left D-pad left"
"GameUI_KeyNames_SC_Left_Pad_DPad_E"	"direcional esq. p/ dir."
"[english]GameUI_KeyNames_SC_Left_Pad_DPad_E"	"left D-pad right"
"GameUI_KeyNames_SC_Right_Pad_Touch"	"toque no trackpad dir."
"[english]GameUI_KeyNames_SC_Right_Pad_Touch"	"right pad touch"
"GameUI_KeyNames_SC_Right_Pad_Swipe"	"movimento no trackpad dir."
"[english]GameUI_KeyNames_SC_Right_Pad_Swipe"	"right pad move"
"GameUI_KeyNames_SC_Right_Pad_Click"	"clique no trackpad dir."
"[english]GameUI_KeyNames_SC_Right_Pad_Click"	"right pad click"
"GameUI_KeyNames_SC_Right_Pad_DPad_N"	"direcional dir. p/ cima"
"[english]GameUI_KeyNames_SC_Right_Pad_DPad_N"	"right D-pad up"
"GameUI_KeyNames_SC_Right_Pad_DPad_S"	"direcional dir. p/ baixo"
"[english]GameUI_KeyNames_SC_Right_Pad_DPad_S"	"right D-pad down"
"GameUI_KeyNames_SC_Right_Pad_DPad_W"	"direcional dir. p/ esq."
"[english]GameUI_KeyNames_SC_Right_Pad_DPad_W"	"right D-pad left"
"GameUI_KeyNames_SC_Right_Pad_DPad_E"	"direcional dir. p/ dir."
"[english]GameUI_KeyNames_SC_Right_Pad_DPad_E"	"right D-pad right"
"GameUI_KeyNames_SC_L_Trigger_Pull"	"pressionar do gatilho esq."
"[english]GameUI_KeyNames_SC_L_Trigger_Pull"	"left trigger pull"
"GameUI_KeyNames_SC_L_Trigger_Click"	"clique do gatilho esq."
"[english]GameUI_KeyNames_SC_L_Trigger_Click"	"left trigger click"
"GameUI_KeyNames_SC_R_Trigger_Pull"	"clique do gatilho dir."
"[english]GameUI_KeyNames_SC_R_Trigger_Pull"	"right trigger click"
"GameUI_KeyNames_SC_L_Stick_Move"	"movimento da alavanca"
"[english]GameUI_KeyNames_SC_L_Stick_Move"	"stick move"
"GameUI_KeyNames_SC_L_Stick_Click"	"clique da alavanca"
"[english]GameUI_KeyNames_SC_L_Stick_Click"	"stick click"
"GameUI_KeyNames_SC_Gyro_Move"	"movimentação do giroscópio"
"[english]GameUI_KeyNames_SC_Gyro_Move"	"gyro move"
"GameUI_KeyNames_SC_Gyro_Pitch"	"inclinação do giroscópio"
"[english]GameUI_KeyNames_SC_Gyro_Pitch"	"gyro pitch"
"GameUI_KeyNames_SC_Gyro_Yaw"	"guinada do giroscópio"
"[english]GameUI_KeyNames_SC_Gyro_Yaw"	"gyro yaw"
"GameUI_KeyNames_SC_Gyro_Roll"	"arfagem do giroscópio"
"[english]GameUI_KeyNames_SC_Gyro_Roll"	"gyro roll"
}
}
